,Ligand,PDB_Crystal,Run,Binding_Energy
0,SSH,SSH_7f8h,73,6.63
0,SSH,SSH_7f8h,29,6.65
0,SSH,SSH_7f8h,54,6.72
0,SSH,SSH_7f8h,38,6.73
0,SSH,SSH_7f8h,37,6.77
0,SSH,SSH_7f8h,1,6.77
0,SSH,SSH_7f8h,56,6.79
0,SSH,SSH_7f8h,86,6.84
0,SSH,SSH_7f8h,62,6.85
0,SSH,SSH_7f8h,84,7.0
0,SSH,SSH_7f8h,82,7.02
0,SSH,SSH_7f8h,57,7.03
0,SSH,SSH_7f8h,20,7.06
0,SSH,SSH_7f8h,94,7.06
0,SSH,SSH_7f8h,46,7.09
0,SSH,SSH_7f8h,89,7.1
0,SSH,SSH_7f8h,6,7.15
0,SSH,SSH_7f8h,96,7.16
0,SSH,SSH_7f8h,41,7.19
0,SSH,SSH_7f8h,33,7.2
0,SSH,SSH_7f8h,88,7.26
0,SSH,SSH_7f8h,67,7.27
0,SSH,SSH_7f8h,66,7.3
0,SSH,SSH_7f8h,27,7.31
0,SSH,SSH_7f8h,43,7.33
0,SSH,SSH_7f8h,31,7.36
0,SSH,SSH_7f8h,19,7.42
0,SSH,SSH_7f8h,16,7.48
0,SSH,SSH_7f8h,65,7.5
0,SSH,SSH_7f8h,39,7.54
0,SSH,SSH_7f8h,40,7.59
0,SSH,SSH_7f8h,51,7.64
0,SSH,SSH_7f8h,90,7.75
0,SSH,SSH_7f8h,97,7.82
0,SSH,SSH_7f8h,99,7.9
0,SSH,SSH_7f8h,70,8.6
0,SSH,SSH_7f8h,28,8.63
0,SSH,SSH_7f8h,68,8.79
0,SSH,SSH_7f8h,17,8.86
0,SSH,SSH_7f8h,44,9.01
0,SSH,SSH_7f8h,3,9.12
0,SSH,SSH_7f8h,58,9.48
0,SSH,SSH_7f8h,25,9.87
0,SSH,SSH_7f8h,98,10.2
0,SSH,SSH_7f8h,95,10.99
0,SSH,SSH_7f8h,55,16800000.0
0,SSH,SSH_7f8h,14,6.63
0,SSH,SSH_7f8h,34,7.15
0,SSH,SSH_7f8h,11,7.69
0,SSH,SSH_7f8h,64,8.21
0,SSH,SSH_7f8h,42,8.44
0,SSH,SSH_7f8h,7,9.24
0,SSH,SSH_7f8h,87,9.43
0,SSH,SSH_7f8h,74,7.98
0,SSH,SSH_7f8h,48,9.16
0,SSH,SSH_7f8h,63,15.75
0,SSH,SSH_3g0d,65,-4.97
0,SSH,SSH_3g0d,55,-4.75
0,SSH,SSH_3g0d,79,-4.71
0,SSH,SSH_3g0d,26,-4.71
0,SSH,SSH_3g0d,78,-4.69
0,SSH,SSH_3g0d,96,-4.68
0,SSH,SSH_3g0d,11,-4.67
0,SSH,SSH_3g0d,48,-4.64
0,SSH,SSH_3g0d,19,-4.61
0,SSH,SSH_3g0d,34,-4.49
0,SSH,SSH_3g0d,68,-4.47
0,SSH,SSH_3g0d,76,-4.47
0,SSH,SSH_3g0d,15,-4.46
0,SSH,SSH_3g0d,98,-4.46
0,SSH,SSH_3g0d,32,-4.45
0,SSH,SSH_3g0d,35,-4.44
0,SSH,SSH_3g0d,36,-4.44
0,SSH,SSH_3g0d,30,-4.44
0,SSH,SSH_3g0d,17,-4.44
0,SSH,SSH_3g0d,61,-4.43
0,SSH,SSH_3g0d,10,-4.43
0,SSH,SSH_3g0d,100,-4.42
0,SSH,SSH_3g0d,62,-4.4
0,SSH,SSH_3g0d,83,-4.4
0,SSH,SSH_3g0d,31,-4.39
0,SSH,SSH_3g0d,18,-4.34
0,SSH,SSH_3g0d,82,-4.33
0,SSH,SSH_3g0d,33,-4.31
0,SSH,SSH_3g0d,71,-4.31
0,SSH,SSH_3g0d,5,-4.29
0,SSH,SSH_3g0d,99,-4.29
0,SSH,SSH_3g0d,52,-4.25
0,SSH,SSH_3g0d,89,-4.23
0,SSH,SSH_3g0d,21,-4.23
0,SSH,SSH_3g0d,42,-4.2
0,SSH,SSH_3g0d,29,-4.16
0,SSH,SSH_3g0d,92,-4.15
0,SSH,SSH_3g0d,7,-4.12
0,SSH,SSH_3g0d,81,-4.08
0,SSH,SSH_3g0d,44,-3.98
0,SSH,SSH_3g0d,37,-3.98
0,SSH,SSH_3g0d,58,-4.53
0,SSH,SSH_3g0d,73,-4.5
0,SSH,SSH_3g0d,80,-4.5
0,SSH,SSH_3g0d,66,-4.5
0,SSH,SSH_3g0d,27,-4.49
0,SSH,SSH_3g0d,72,-4.48
0,SSH,SSH_3g0d,95,-4.48
0,SSH,SSH_3g0d,16,-4.48
0,SSH,SSH_3g0d,53,-4.47
0,SSH,SSH_3g0d,14,-4.47
0,SSH,SSH_3g0d,46,-4.47
0,SSH,SSH_3g0d,75,-4.47
0,SSH,SSH_3g0d,87,-4.46
0,SSH,SSH_3g0d,57,-4.46
0,SSH,SSH_3g0d,69,-4.45
0,SSH,SSH_3g0d,60,-4.45
0,SSH,SSH_3g0d,51,-4.44
0,SSH,SSH_3g0d,88,-4.44
0,SSH,SSH_3g0d,38,-4.44
0,SSH,SSH_3g0d,2,-4.44
0,SSH,SSH_3g0d,39,-4.44
0,SSH,SSH_3g0d,41,-4.43
0,SSH,SSH_3g0d,77,-4.42
0,SSH,SSH_3g0d,86,-4.42
0,SSH,SSH_3g0d,13,-4.42
0,SSH,SSH_3g0d,90,-4.41
0,SSH,SSH_3g0d,84,-4.41
0,SSH,SSH_3g0d,45,-4.4
0,SSH,SSH_3g0d,93,-4.4
0,SSH,SSH_3g0d,94,-4.38
0,SSH,SSH_3g0d,50,-4.34
0,SSH,SSH_3g0d,3,-4.33
0,SSH,SSH_3g0d,28,-4.3
0,SSH,SSH_3g0d,91,-4.28
0,SSH,SSH_3g0d,43,-4.28
0,SSH,SSH_3g0d,70,-4.27
0,SSH,SSH_3g0d,12,-4.26
0,SSH,SSH_3g0d,56,-4.26
0,SSH,SSH_3g0d,63,-4.25
0,SSH,SSH_3g0d,8,-4.23
0,SSH,SSH_3g0d,40,-4.22
0,SSH,SSH_3g0d,22,-4.22
0,SSH,SSH_3g0d,23,-4.2
0,SSH,SSH_3g0d,54,-4.17
0,SSH,SSH_3g0d,24,-4.17
0,SSH,SSH_3g0d,67,-4.17
0,SSH,SSH_3g0d,9,-4.16
0,SSH,SSH_3g0d,20,-4.13
0,SSH,SSH_3g0d,4,-4.12
0,SSH,SSH_3g0d,97,-4.11
0,SSH,SSH_3g0d,64,-4.11
0,SSH,SSH_3g0d,6,-4.11
0,SSH,SSH_3g0d,85,-4.07
0,SSH,SSH_3g0d,59,-4.06
0,SSH,SSH_3g0d,1,-4.05
0,SSH,SSH_3g0d,25,-4.04
0,SSH,SSH_3g0d,74,-3.96
0,SSH,SSH_3g0d,49,-3.88
0,SSH,SSH_3g0d,47,-3.81
0,SSH,SSH_7ots,8,-4.77
0,SSH,SSH_7ots,85,-4.75
0,SSH,SSH_7ots,68,-4.73
0,SSH,SSH_7ots,66,-4.67
0,SSH,SSH_7ots,48,-4.66
0,SSH,SSH_7ots,69,-4.65
0,SSH,SSH_7ots,76,-4.65
0,SSH,SSH_7ots,80,-4.63
0,SSH,SSH_7ots,19,-4.62
0,SSH,SSH_7ots,70,-4.6
0,SSH,SSH_7ots,11,-4.6
0,SSH,SSH_7ots,17,-4.56
0,SSH,SSH_7ots,41,-4.56
0,SSH,SSH_7ots,14,-4.54
0,SSH,SSH_7ots,10,-4.52
0,SSH,SSH_7ots,55,-4.52
0,SSH,SSH_7ots,25,-4.49
0,SSH,SSH_7ots,86,-4.46
0,SSH,SSH_7ots,63,-4.45
0,SSH,SSH_7ots,49,-4.4
0,SSH,SSH_7ots,38,-4.39
0,SSH,SSH_7ots,42,-4.39
0,SSH,SSH_7ots,5,-4.37
0,SSH,SSH_7ots,24,-4.37
0,SSH,SSH_7ots,33,-4.37
0,SSH,SSH_7ots,95,-4.34
0,SSH,SSH_7ots,81,-4.31
0,SSH,SSH_7ots,32,-4.29
0,SSH,SSH_7ots,77,-4.28
0,SSH,SSH_7ots,65,-4.28
0,SSH,SSH_7ots,54,-4.27
0,SSH,SSH_7ots,3,-4.27
0,SSH,SSH_7ots,75,-4.24
0,SSH,SSH_7ots,50,-4.22
0,SSH,SSH_7ots,43,-4.22
0,SSH,SSH_7ots,31,-4.21
0,SSH,SSH_7ots,67,-4.18
0,SSH,SSH_7ots,74,-4.17
0,SSH,SSH_7ots,2,-4.17
0,SSH,SSH_7ots,53,-4.14
0,SSH,SSH_7ots,97,-4.08
0,SSH,SSH_7ots,71,-4.06
0,SSH,SSH_7ots,26,-4.06
0,SSH,SSH_7ots,18,-4.04
0,SSH,SSH_7ots,29,-4.03
0,SSH,SSH_7ots,46,-4.03
0,SSH,SSH_7ots,7,-4.02
0,SSH,SSH_7ots,62,-4.02
0,SSH,SSH_7ots,84,-4.01
0,SSH,SSH_7ots,98,-4.0
0,SSH,SSH_7ots,12,-3.98
0,SSH,SSH_7ots,22,-3.97
0,SSH,SSH_7ots,58,-3.96
0,SSH,SSH_7ots,37,-3.94
0,SSH,SSH_7ots,30,-3.92
0,SSH,SSH_7ots,78,-3.91
0,SSH,SSH_7ots,82,-3.91
0,SSH,SSH_7ots,4,-3.89
0,SSH,SSH_7ots,92,-3.88
0,SSH,SSH_7ots,16,-3.86
0,SSH,SSH_7ots,73,-3.83
0,SSH,SSH_7ots,36,-3.82
0,SSH,SSH_7ots,60,-3.81
0,SSH,SSH_7ots,90,-3.8
0,SSH,SSH_7ots,20,-3.8
0,SSH,SSH_7ots,45,-3.78
0,SSH,SSH_7ots,94,-3.75
0,SSH,SSH_7ots,13,-3.74
0,SSH,SSH_7ots,44,-3.66
0,SSH,SSH_7ots,6,-3.64
0,SSH,SSH_7ots,89,-3.63
0,SSH,SSH_7ots,61,-3.45
0,SSH,SSH_7ots,47,-3.42
0,SSH,SSH_7ots,21,-3.41
0,SSH,SSH_7ots,39,-3.31
0,SSH,SSH_7ots,23,-3.29
0,SSH,SSH_7ots,28,-3.21
0,SSH,SSH_7ots,1,-3.03
0,SSH,SSH_7ots,91,-1.79
0,SSH,SSH_7ots,83,-4.68
0,SSH,SSH_7ots,9,-4.63
0,SSH,SSH_7ots,99,-4.63
0,SSH,SSH_7ots,87,-4.54
0,SSH,SSH_7ots,79,-4.52
0,SSH,SSH_7ots,40,-4.46
0,SSH,SSH_7ots,57,-4.31
0,SSH,SSH_7ots,100,-4.23
0,SSH,SSH_7ots,96,-4.21
0,SSH,SSH_7ots,72,-4.14
0,SSH,SSH_7ots,52,-4.0
0,SSH,SSH_7ots,35,-3.98
0,SSH,SSH_7ots,64,-3.92
0,SSH,SSH_7ots,56,-3.9
0,SSH,SSH_7ots,93,-3.79
0,SSH,SSH_7ots,88,-3.78
0,SSH,SSH_7ots,27,-3.78
0,SSH,SSH_7ots,34,-3.73
0,SSH,SSH_7ots,51,-3.7
0,SSH,SSH_7ots,15,-3.57
0,SSH,SSH_7ots,59,-2.66
0,SSH,SSH_2IE4,92,-3.56
0,SSH,SSH_2IE4,26,-3.45
0,SSH,SSH_2IE4,88,-3.09
0,SSH,SSH_2IE4,98,-3.04
0,SSH,SSH_2IE4,64,-3.39
0,SSH,SSH_2IE4,60,-2.92
0,SSH,SSH_2IE4,95,-2.9
0,SSH,SSH_2IE4,38,-2.89
0,SSH,SSH_2IE4,18,-2.88
0,SSH,SSH_2IE4,67,-2.88
0,SSH,SSH_2IE4,36,-2.88
0,SSH,SSH_2IE4,50,-2.88
0,SSH,SSH_2IE4,79,-2.87
0,SSH,SSH_2IE4,82,-2.87
0,SSH,SSH_2IE4,59,-2.86
0,SSH,SSH_2IE4,46,-2.85
0,SSH,SSH_2IE4,62,-2.85
0,SSH,SSH_2IE4,2,-2.84
0,SSH,SSH_2IE4,86,-2.84
0,SSH,SSH_2IE4,30,-2.84
0,SSH,SSH_2IE4,3,-2.84
0,SSH,SSH_2IE4,20,-2.84
0,SSH,SSH_2IE4,17,-2.82
0,SSH,SSH_2IE4,72,-2.82
0,SSH,SSH_2IE4,96,-2.8
0,SSH,SSH_2IE4,15,-2.78
0,SSH,SSH_2IE4,66,-2.71
0,SSH,SSH_2IE4,43,-3.14
0,SSH,SSH_2IE4,24,-3.14
0,SSH,SSH_2IE4,42,-3.14
0,SSH,SSH_2IE4,51,-3.14
0,SSH,SSH_2IE4,8,-3.13
0,SSH,SSH_2IE4,45,-3.13
0,SSH,SSH_2IE4,33,-3.12
0,SSH,SSH_2IE4,52,-3.12
0,SSH,SSH_2IE4,69,-3.12
0,SSH,SSH_2IE4,48,-3.12
0,SSH,SSH_2IE4,35,-3.12
0,SSH,SSH_2IE4,13,-3.11
0,SSH,SSH_2IE4,28,-3.11
0,SSH,SSH_2IE4,11,-3.1
0,SSH,SSH_2IE4,29,-3.09
0,SSH,SSH_2IE4,41,-3.08
0,SSH,SSH_2IE4,1,-3.08
0,SSH,SSH_2IE4,7,-3.07
0,SSH,SSH_2IE4,22,-3.04
0,SSH,SSH_2IE4,10,-3.03
0,SSH,SSH_2IE4,47,-3.03
0,SSH,SSH_2IE4,4,-3.02
0,SSH,SSH_2IE4,54,-3.02
0,SSH,SSH_2IE4,89,-3.02
0,SSH,SSH_2IE4,23,-3.0
0,SSH,SSH_2IE4,87,-2.99
0,SSH,SSH_2IE4,39,-2.99
0,SSH,SSH_2IE4,61,-2.98
0,SSH,SSH_2IE4,12,-2.98
0,SSH,SSH_2IE4,31,-2.97
0,SSH,SSH_2IE4,83,-2.96
0,SSH,SSH_2IE4,56,-2.96
0,SSH,SSH_2IE4,74,-2.95
0,SSH,SSH_2IE4,25,-2.94
0,SSH,SSH_2IE4,71,-2.91
0,SSH,SSH_2IE4,63,-2.91
0,SSH,SSH_2IE4,65,-2.9
0,SSH,SSH_2IE4,70,-2.88
0,SSH,SSH_2IE4,99,-2.88
0,SSH,SSH_2IE4,49,-2.86
0,SSH,SSH_2IE4,100,-2.79
0,SSH,SSH_2IE4,34,-2.71
0,SSH,SSH_2IE4,53,-2.99
0,SSH,SSH_2IE4,6,-2.96
0,SSH,SSH_2IE4,14,-2.96
0,SSH,SSH_2IE4,16,-2.96
0,SSH,SSH_2IE4,37,-2.94
0,SSH,SSH_2IE4,9,-2.94
0,SSH,SSH_2IE4,77,-2.94
0,SSH,SSH_2IE4,44,-2.93
0,SSH,SSH_2IE4,27,-2.93
0,SSH,SSH_2IE4,32,-2.93
0,SSH,SSH_2IE4,55,-2.93
0,SSH,SSH_2IE4,21,-2.92
0,SSH,SSH_2IE4,78,-2.92
0,SSH,SSH_2IE4,40,-2.91
0,SSH,SSH_2IE4,94,-2.91
0,SSH,SSH_2IE4,57,-2.91
0,SSH,SSH_2IE4,58,-2.9
0,SSH,SSH_2IE4,76,-2.89
0,SSH,SSH_2IE4,97,-2.89
0,SSH,SSH_2IE4,68,-2.88
0,SSH,SSH_2IE4,75,-2.88
0,SSH,SSH_2IE4,19,-2.87
0,SSH,SSH_2IE4,80,-2.87
0,SSH,SSH_2IE4,73,-2.87
0,SSH,SSH_2IE4,91,-2.85
0,SSH,SSH_2IE4,93,-2.85
0,SSH,SSH_2IE4,5,-2.81
0,SSH,SSH_2IE4,81,-2.8
0,SSH,SSH_2IE4,90,-2.9
0,SSH,SSH_2IE4,85,-2.85
0,SSH,SSH_2IE4,84,-2.82
0,GIJ,GIJ_2IE4,2,-4.04
0,GIJ,GIJ_2IE4,8,-4.02
0,GIJ,GIJ_2IE4,36,-4.02
0,GIJ,GIJ_2IE4,46,-4.02
0,GIJ,GIJ_2IE4,14,-4.01
0,GIJ,GIJ_2IE4,72,-4.01
0,GIJ,GIJ_2IE4,5,-4.0
0,GIJ,GIJ_2IE4,83,-3.99
0,GIJ,GIJ_2IE4,53,-3.99
0,GIJ,GIJ_2IE4,11,-3.99
0,GIJ,GIJ_2IE4,40,-3.99
0,GIJ,GIJ_2IE4,32,-3.99
0,GIJ,GIJ_2IE4,57,-3.98
0,GIJ,GIJ_2IE4,55,-3.98
0,GIJ,GIJ_2IE4,71,-3.98
0,GIJ,GIJ_2IE4,95,-3.98
0,GIJ,GIJ_2IE4,41,-3.97
0,GIJ,GIJ_2IE4,15,-3.96
0,GIJ,GIJ_2IE4,16,-3.96
0,GIJ,GIJ_2IE4,78,-3.96
0,GIJ,GIJ_2IE4,62,-3.96
0,GIJ,GIJ_2IE4,7,-3.96
0,GIJ,GIJ_2IE4,29,-3.96
0,GIJ,GIJ_2IE4,91,-3.96
0,GIJ,GIJ_2IE4,99,-3.96
0,GIJ,GIJ_2IE4,86,-3.96
0,GIJ,GIJ_2IE4,77,-3.96
0,GIJ,GIJ_2IE4,73,-3.96
0,GIJ,GIJ_2IE4,74,-3.96
0,GIJ,GIJ_2IE4,38,-3.95
0,GIJ,GIJ_2IE4,4,-3.95
0,GIJ,GIJ_2IE4,90,-3.95
0,GIJ,GIJ_2IE4,76,-3.95
0,GIJ,GIJ_2IE4,39,-3.95
0,GIJ,GIJ_2IE4,96,-3.95
0,GIJ,GIJ_2IE4,1,-3.95
0,GIJ,GIJ_2IE4,33,-3.95
0,GIJ,GIJ_2IE4,47,-3.95
0,GIJ,GIJ_2IE4,92,-3.95
0,GIJ,GIJ_2IE4,58,-3.95
0,GIJ,GIJ_2IE4,10,-3.95
0,GIJ,GIJ_2IE4,35,-3.95
0,GIJ,GIJ_2IE4,65,-3.95
0,GIJ,GIJ_2IE4,23,-3.95
0,GIJ,GIJ_2IE4,3,-3.95
0,GIJ,GIJ_2IE4,70,-3.95
0,GIJ,GIJ_2IE4,34,-3.94
0,GIJ,GIJ_2IE4,66,-3.94
0,GIJ,GIJ_2IE4,64,-3.94
0,GIJ,GIJ_2IE4,52,-3.94
0,GIJ,GIJ_2IE4,97,-3.94
0,GIJ,GIJ_2IE4,24,-3.94
0,GIJ,GIJ_2IE4,27,-3.94
0,GIJ,GIJ_2IE4,82,-3.93
0,GIJ,GIJ_2IE4,61,-3.93
0,GIJ,GIJ_2IE4,75,-3.93
0,GIJ,GIJ_2IE4,54,-3.93
0,GIJ,GIJ_2IE4,68,-3.93
0,GIJ,GIJ_2IE4,20,-3.92
0,GIJ,GIJ_2IE4,69,-3.92
0,GIJ,GIJ_2IE4,25,-3.92
0,GIJ,GIJ_2IE4,81,-3.92
0,GIJ,GIJ_2IE4,45,-3.91
0,GIJ,GIJ_2IE4,85,-3.91
0,GIJ,GIJ_2IE4,59,-3.91
0,GIJ,GIJ_2IE4,21,-3.91
0,GIJ,GIJ_2IE4,44,-3.91
0,GIJ,GIJ_2IE4,19,-3.91
0,GIJ,GIJ_2IE4,89,-3.91
0,GIJ,GIJ_2IE4,37,-3.91
0,GIJ,GIJ_2IE4,13,-3.9
0,GIJ,GIJ_2IE4,79,-3.9
0,GIJ,GIJ_2IE4,93,-3.9
0,GIJ,GIJ_2IE4,98,-3.9
0,GIJ,GIJ_2IE4,12,-3.9
0,GIJ,GIJ_2IE4,87,-3.89
0,GIJ,GIJ_2IE4,31,-3.89
0,GIJ,GIJ_2IE4,56,-3.88
0,GIJ,GIJ_2IE4,28,-3.88
0,GIJ,GIJ_2IE4,48,-3.88
0,GIJ,GIJ_2IE4,43,-3.87
0,GIJ,GIJ_2IE4,18,-3.87
0,GIJ,GIJ_2IE4,63,-3.86
0,GIJ,GIJ_2IE4,80,-3.85
0,GIJ,GIJ_2IE4,17,-3.85
0,GIJ,GIJ_2IE4,30,-3.84
0,GIJ,GIJ_2IE4,49,-3.8
0,GIJ,GIJ_2IE4,60,-3.76
0,GIJ,GIJ_2IE4,22,-3.75
0,GIJ,GIJ_2IE4,94,-3.74
0,GIJ,GIJ_2IE4,67,-3.74
0,GIJ,GIJ_2IE4,50,-3.73
0,GIJ,GIJ_2IE4,9,-3.73
0,GIJ,GIJ_2IE4,51,-3.72
0,GIJ,GIJ_2IE4,26,-3.71
0,GIJ,GIJ_2IE4,84,-3.69
0,GIJ,GIJ_2IE4,100,-3.66
0,GIJ,GIJ_2IE4,6,-3.65
0,GIJ,GIJ_2IE4,42,-3.63
0,GIJ,GIJ_2IE4,88,-3.55
0,GIJ,GIJ_4LAC,21,-1.25
0,GIJ,GIJ_4LAC,77,-1.24
0,GIJ,GIJ_4LAC,75,-1.21
0,GIJ,GIJ_4LAC,90,-1.2
0,GIJ,GIJ_4LAC,13,-1.2
0,GIJ,GIJ_4LAC,44,-1.15
0,GIJ,GIJ_4LAC,52,-1.15
0,GIJ,GIJ_4LAC,34,-1.13
0,GIJ,GIJ_4LAC,89,-1.13
0,GIJ,GIJ_4LAC,53,-1.08
0,GIJ,GIJ_4LAC,11,-1.08
0,GIJ,GIJ_4LAC,30,-1.08
0,GIJ,GIJ_4LAC,87,-1.07
0,GIJ,GIJ_4LAC,63,-1.07
0,GIJ,GIJ_4LAC,16,-1.05
0,GIJ,GIJ_4LAC,66,-1.05
0,GIJ,GIJ_4LAC,86,-1.04
0,GIJ,GIJ_4LAC,31,-1.04
0,GIJ,GIJ_4LAC,9,-1.03
0,GIJ,GIJ_4LAC,99,-1.02
0,GIJ,GIJ_4LAC,54,-1.02
0,GIJ,GIJ_4LAC,83,-0.98
0,GIJ,GIJ_4LAC,8,-0.98
0,GIJ,GIJ_4LAC,12,-0.97
0,GIJ,GIJ_4LAC,57,-0.96
0,GIJ,GIJ_4LAC,97,-0.96
0,GIJ,GIJ_4LAC,96,-0.96
0,GIJ,GIJ_4LAC,49,-0.93
0,GIJ,GIJ_4LAC,6,-0.92
0,GIJ,GIJ_4LAC,93,-0.91
0,GIJ,GIJ_4LAC,65,-0.9
0,GIJ,GIJ_4LAC,78,-0.89
0,GIJ,GIJ_4LAC,19,-0.89
0,GIJ,GIJ_4LAC,3,-0.89
0,GIJ,GIJ_4LAC,15,-0.88
0,GIJ,GIJ_4LAC,91,-0.87
0,GIJ,GIJ_4LAC,58,-0.85
0,GIJ,GIJ_4LAC,59,-0.79
0,GIJ,GIJ_4LAC,35,-0.72
0,GIJ,GIJ_4LAC,55,-0.72
0,GIJ,GIJ_4LAC,64,-0.71
0,GIJ,GIJ_4LAC,62,-0.69
0,GIJ,GIJ_4LAC,98,-0.64
0,GIJ,GIJ_4LAC,56,-0.64
0,GIJ,GIJ_4LAC,7,-0.63
0,GIJ,GIJ_4LAC,67,-0.62
0,GIJ,GIJ_4LAC,45,-0.56
0,GIJ,GIJ_4LAC,10,-0.54
0,GIJ,GIJ_4LAC,73,-0.54
0,GIJ,GIJ_4LAC,94,-0.44
0,GIJ,GIJ_4LAC,29,-0.38
0,GIJ,GIJ_4LAC,39,-0.37
0,GIJ,GIJ_4LAC,92,-0.34
0,GIJ,GIJ_4LAC,74,-0.33
0,GIJ,GIJ_4LAC,48,-0.24
0,GIJ,GIJ_4LAC,69,-0.19
0,GIJ,GIJ_4LAC,24,-0.19
0,GIJ,GIJ_4LAC,61,-0.19
0,GIJ,GIJ_4LAC,28,0.02
0,GIJ,GIJ_4LAC,41,0.03
0,GIJ,GIJ_4LAC,81,0.15
0,GIJ,GIJ_4LAC,68,0.19
0,GIJ,GIJ_4LAC,20,0.89
0,GIJ,GIJ_4LAC,14,16800000.0
0,GIJ,GIJ_4LAC,37,-0.06
0,GIJ,GIJ_4LAC,33,-0.02
0,GIJ,GIJ_4LAC,25,0.0
0,GIJ,GIJ_4LAC,26,0.05
0,GIJ,GIJ_4LAC,18,0.13
0,GIJ,GIJ_4LAC,1,0.14
0,GIJ,GIJ_4LAC,40,0.14
0,GIJ,GIJ_4LAC,38,0.18
0,GIJ,GIJ_4LAC,85,0.23
0,GIJ,GIJ_4LAC,5,0.24
0,GIJ,GIJ_4LAC,4,0.42
0,GIJ,GIJ_4LAC,51,0.45
0,GIJ,GIJ_4LAC,80,0.46
0,GIJ,GIJ_4LAC,71,0.53
0,GIJ,GIJ_4LAC,36,0.65
0,GIJ,GIJ_4LAC,88,0.69
0,GIJ,GIJ_4LAC,70,0.76
0,GIJ,GIJ_4LAC,46,0.82
0,GIJ,GIJ_4LAC,32,0.94
0,GIJ,GIJ_4LAC,72,0.94
0,GIJ,GIJ_4LAC,84,0.99
0,GIJ,GIJ_4LAC,100,0.99
0,GIJ,GIJ_4LAC,42,1.06
0,GIJ,GIJ_4LAC,76,1.07
0,GIJ,GIJ_4LAC,17,1.09
0,GIJ,GIJ_4LAC,23,1.11
0,GIJ,GIJ_4LAC,2,1.17
0,GIJ,GIJ_4LAC,82,1.19
0,GIJ,GIJ_4LAC,50,1.19
0,GIJ,GIJ_4LAC,60,1.24
0,GIJ,GIJ_4LAC,79,1.29
0,GIJ,GIJ_4LAC,22,1.34
0,GIJ,GIJ_4LAC,43,1.51
0,GIJ,GIJ_4LAC,95,2.07
0,GIJ,GIJ_4LAC,47,2.39
0,GIJ,GIJ_4LAC,27,4.1
0,GIJ,GIJ_2x4d,31,-4.61
0,GIJ,GIJ_2x4d,25,-4.61
0,GIJ,GIJ_2x4d,94,-4.6
0,GIJ,GIJ_2x4d,24,-4.6
0,GIJ,GIJ_2x4d,76,-4.6
0,GIJ,GIJ_2x4d,44,-4.6
0,GIJ,GIJ_2x4d,46,-4.59
0,GIJ,GIJ_2x4d,3,-4.59
0,GIJ,GIJ_2x4d,16,-4.59
0,GIJ,GIJ_2x4d,67,-4.59
0,GIJ,GIJ_2x4d,63,-4.59
0,GIJ,GIJ_2x4d,86,-4.59
0,GIJ,GIJ_2x4d,1,-4.58
0,GIJ,GIJ_2x4d,96,-4.58
0,GIJ,GIJ_2x4d,42,-4.57
0,GIJ,GIJ_2x4d,68,-4.56
0,GIJ,GIJ_2x4d,98,-4.54
0,GIJ,GIJ_2x4d,41,-4.54
0,GIJ,GIJ_2x4d,87,-4.54
0,GIJ,GIJ_2x4d,5,-4.53
0,GIJ,GIJ_2x4d,74,-4.53
0,GIJ,GIJ_2x4d,28,-4.53
0,GIJ,GIJ_2x4d,92,-4.53
0,GIJ,GIJ_2x4d,99,-4.53
0,GIJ,GIJ_2x4d,77,-4.52
0,GIJ,GIJ_2x4d,17,-4.52
0,GIJ,GIJ_2x4d,39,-4.52
0,GIJ,GIJ_2x4d,9,-4.52
0,GIJ,GIJ_2x4d,81,-4.52
0,GIJ,GIJ_2x4d,23,-4.51
0,GIJ,GIJ_2x4d,97,-4.51
0,GIJ,GIJ_2x4d,51,-4.51
0,GIJ,GIJ_2x4d,36,-4.51
0,GIJ,GIJ_2x4d,49,-4.51
0,GIJ,GIJ_2x4d,65,-4.51
0,GIJ,GIJ_2x4d,57,-4.51
0,GIJ,GIJ_2x4d,7,-4.5
0,GIJ,GIJ_2x4d,52,-4.5
0,GIJ,GIJ_2x4d,34,-4.5
0,GIJ,GIJ_2x4d,88,-4.5
0,GIJ,GIJ_2x4d,6,-4.5
0,GIJ,GIJ_2x4d,19,-4.5
0,GIJ,GIJ_2x4d,33,-4.5
0,GIJ,GIJ_2x4d,72,-4.5
0,GIJ,GIJ_2x4d,58,-4.5
0,GIJ,GIJ_2x4d,29,-4.5
0,GIJ,GIJ_2x4d,21,-4.49
0,GIJ,GIJ_2x4d,13,-4.49
0,GIJ,GIJ_2x4d,56,-4.49
0,GIJ,GIJ_2x4d,8,-4.49
0,GIJ,GIJ_2x4d,61,-4.48
0,GIJ,GIJ_2x4d,91,-4.48
0,GIJ,GIJ_2x4d,37,-4.47
0,GIJ,GIJ_2x4d,18,-4.47
0,GIJ,GIJ_2x4d,27,-4.47
0,GIJ,GIJ_2x4d,20,-4.47
0,GIJ,GIJ_2x4d,14,-4.46
0,GIJ,GIJ_2x4d,70,-4.46
0,GIJ,GIJ_2x4d,82,-4.46
0,GIJ,GIJ_2x4d,79,-4.45
0,GIJ,GIJ_2x4d,11,-4.44
0,GIJ,GIJ_2x4d,47,-4.44
0,GIJ,GIJ_2x4d,89,-4.43
