,Ligand,PDB_Crystal,Run,Binding_Energy
0,BZB,BZB_3N0T,60,-6.21
0,BZB,BZB_3N0T,5,-6.21
0,BZB,BZB_3N0T,79,-6.21
0,BZB,BZB_3N0T,84,-6.21
0,BZB,BZB_3N0T,58,-6.2
0,BZB,BZB_3N0T,71,-6.2
0,BZB,BZB_3N0T,64,-6.2
0,BZB,BZB_3N0T,69,-6.2
0,BZB,BZB_3N0T,23,-6.2
0,BZB,BZB_3N0T,75,-6.2
0,BZB,BZB_3N0T,97,-6.2
0,BZB,BZB_3N0T,82,-6.2
0,BZB,BZB_3N0T,95,-6.2
0,BZB,BZB_3N0T,81,-6.2
0,BZB,BZB_3N0T,29,-6.2
0,BZB,BZB_3N0T,42,-6.2
0,BZB,BZB_3N0T,61,-6.2
0,BZB,BZB_3N0T,33,-6.2
0,BZB,BZB_3N0T,68,-6.2
0,BZB,BZB_3N0T,41,-6.2
0,BZB,BZB_3N0T,22,-6.2
0,BZB,BZB_3N0T,20,-6.2
0,BZB,BZB_3N0T,45,-6.2
0,BZB,BZB_3N0T,27,-6.2
0,BZB,BZB_3N0T,37,-6.2
0,BZB,BZB_3N0T,6,-6.2
0,BZB,BZB_3N0T,15,-6.2
0,BZB,BZB_3N0T,52,-6.2
0,BZB,BZB_3N0T,94,-6.2
0,BZB,BZB_3N0T,96,-6.2
0,BZB,BZB_3N0T,70,-6.2
0,BZB,BZB_3N0T,62,-6.19
0,BZB,BZB_3N0T,72,-6.19
0,BZB,BZB_3N0T,74,-6.19
0,BZB,BZB_3N0T,8,-6.19
0,BZB,BZB_3N0T,51,-6.19
0,BZB,BZB_3N0T,100,-6.19
0,BZB,BZB_3N0T,44,-6.19
0,BZB,BZB_3N0T,11,-6.19
0,BZB,BZB_3N0T,31,-6.19
0,BZB,BZB_3N0T,2,-6.19
0,BZB,BZB_3N0T,26,-6.19
0,BZB,BZB_3N0T,83,-6.19
0,BZB,BZB_3N0T,24,-6.19
0,BZB,BZB_3N0T,53,-6.19
0,BZB,BZB_3N0T,25,-6.19
0,BZB,BZB_3N0T,99,-6.19
0,BZB,BZB_3N0T,13,-6.19
0,BZB,BZB_3N0T,89,-6.19
0,BZB,BZB_3N0T,21,-6.18
0,BZB,BZB_3N0T,36,-6.18
0,BZB,BZB_3N0T,66,-6.18
0,BZB,BZB_3N0T,47,-6.18
0,BZB,BZB_3N0T,67,-6.18
0,BZB,BZB_3N0T,91,-6.17
0,BZB,BZB_3N0T,86,-6.17
0,BZB,BZB_3N0T,49,-6.17
0,BZB,BZB_3N0T,56,-6.17
0,BZB,BZB_3N0T,16,-6.17
0,BZB,BZB_3N0T,10,-6.17
0,BZB,BZB_3N0T,63,-6.17
0,BZB,BZB_3N0T,4,-6.17
0,BZB,BZB_3N0T,80,-6.16
0,BZB,BZB_3N0T,93,-6.16
0,BZB,BZB_3N0T,3,-6.16
0,BZB,BZB_3N0T,39,-6.15
0,BZB,BZB_3N0T,54,-6.15
0,BZB,BZB_3N0T,7,-6.15
0,BZB,BZB_3N0T,98,-6.15
0,BZB,BZB_3N0T,35,-6.15
0,BZB,BZB_3N0T,76,-6.15
0,BZB,BZB_3N0T,19,-6.15
0,BZB,BZB_3N0T,55,-6.15
0,BZB,BZB_3N0T,40,-6.1
0,BZB,BZB_3N0T,57,-6.08
0,BZB,BZB_5sym,59,-0.23
0,BZB,BZB_5sym,22,0.52
0,BZB,BZB_5sym,23,0.52
0,BZB,BZB_5sym,96,0.53
0,BZB,BZB_5sym,6,1.15
0,BZB,BZB_5sym,21,1.2
0,BZB,BZB_5sym,32,2.33
0,BZB,BZB_5sym,16,2.36
0,BZB,BZB_5sym,82,2.64
0,BZB,BZB_5sym,43,2.97
0,BZB,BZB_5sym,66,4.42
0,BZB,BZB_5sym,73,7.6
0,BZB,BZB_5sym,71,5.42
0,BZB,BZB_5sym,7,6.13
0,BZB,BZB_5sym,30,6.15
0,BZB,BZB_5sym,35,6.17
0,BZB,BZB_5sym,41,6.32
0,BZB,BZB_5sym,92,6.42
0,BZB,BZB_5sym,90,6.43
0,BZB,BZB_5sym,49,6.44
0,BZB,BZB_5sym,20,6.45
0,BZB,BZB_5sym,10,6.47
0,BZB,BZB_5sym,8,6.47
0,BZB,BZB_5sym,18,6.5
0,BZB,BZB_5sym,26,6.55
0,BZB,BZB_5sym,38,6.57
0,BZB,BZB_5sym,61,6.61
0,BZB,BZB_5sym,91,6.67
0,BZB,BZB_5sym,1,6.71
0,BZB,BZB_5sym,11,6.77
0,BZB,BZB_5sym,98,6.9
0,BZB,BZB_5sym,46,6.91
0,BZB,BZB_5sym,65,6.96
0,BZB,BZB_5sym,52,6.99
0,BZB,BZB_5sym,88,7.01
0,BZB,BZB_5sym,27,7.03
0,BZB,BZB_5sym,95,7.04
0,BZB,BZB_5sym,39,7.04
0,BZB,BZB_5sym,84,7.1
0,BZB,BZB_5sym,45,7.12
0,BZB,BZB_5sym,47,7.15
0,BZB,BZB_5sym,31,7.16
0,BZB,BZB_5sym,86,7.27
0,BZB,BZB_5sym,80,7.28
0,BZB,BZB_5sym,94,7.32
0,BZB,BZB_5sym,70,7.34
0,BZB,BZB_5sym,28,7.5
0,BZB,BZB_5sym,36,8.07
0,BZB,BZB_5sym,54,8.61
0,BZB,BZB_5sym,19,8.7
0,BZB,BZB_5sym,25,9.13
0,BZB,BZB_5sym,14,9.22
0,BZB,BZB_5sym,74,9.24
0,BZB,BZB_5sym,100,9.28
0,BZB,BZB_5sym,15,9.31
0,BZB,BZB_5sym,5,9.4
0,BZB,BZB_5sym,12,9.41
0,BZB,BZB_5sym,53,9.61
0,BZB,BZB_5sym,81,9.64
0,BZB,BZB_5sym,68,9.74
0,BZB,BZB_5sym,34,9.75
0,BZB,BZB_5sym,63,9.76
0,BZB,BZB_5sym,42,9.87
0,BZB,BZB_5sym,99,9.88
0,BZB,BZB_5sym,17,9.95
0,BZB,BZB_5sym,89,10.05
0,BZB,BZB_5sym,48,10.11
0,BZB,BZB_5sym,93,10.12
0,BZB,BZB_5sym,33,10.13
0,BZB,BZB_5sym,37,10.13
0,BZB,BZB_5sym,4,10.13
0,BZB,BZB_5sym,24,10.17
0,BZB,BZB_5sym,44,10.17
0,BZB,BZB_5sym,97,10.21
0,BZB,BZB_5sym,9,10.22
0,BZB,BZB_5sym,57,10.25
0,BZB,BZB_5sym,55,10.26
0,BZB,BZB_5sym,40,10.8
0,BZB,BZB_5sym,51,11.0
0,BZB,BZB_5sym,29,9.96
0,BZB,BZB_5sym,77,9.96
0,BZB,BZB_5sym,56,9.97
0,BZB,BZB_5sym,72,10.01
0,BZB,BZB_5sym,79,10.05
0,BZB,BZB_5sym,87,10.07
0,BZB,BZB_5sym,67,10.08
0,BZB,BZB_5sym,76,10.14
0,BZB,BZB_5sym,83,10.15
0,BZB,BZB_5sym,3,10.17
0,BZB,BZB_5sym,50,10.18
0,BZB,BZB_5sym,2,10.18
0,BZB,BZB_5sym,85,10.24
0,BZB,BZB_5sym,13,10.33
0,BZB,BZB_5sym,64,10.37
0,BZB,BZB_5sym,78,10.4
0,BZB,BZB_5sym,58,10.47
0,BZB,BZB_5sym,60,10.48
0,BZB,BZB_5sym,62,10.52
0,BZB,BZB_5sym,69,10.54
0,BZB,BZB_5sym,75,12.96
0,BZB,BZB_3g0d,71,-5.79
0,BZB,BZB_3g0d,38,-5.78
0,BZB,BZB_3g0d,73,-5.78
0,BZB,BZB_3g0d,86,-5.77
0,BZB,BZB_3g0d,92,-5.77
0,BZB,BZB_3g0d,11,-5.76
0,BZB,BZB_3g0d,6,-5.76
0,BZB,BZB_3g0d,55,-5.76
0,BZB,BZB_3g0d,5,-5.75
0,BZB,BZB_3g0d,83,-5.74
0,BZB,BZB_3g0d,95,-5.74
0,BZB,BZB_3g0d,4,-5.74
0,BZB,BZB_3g0d,34,-5.74
0,BZB,BZB_3g0d,17,-5.73
0,BZB,BZB_3g0d,79,-5.73
0,BZB,BZB_3g0d,30,-5.73
0,BZB,BZB_3g0d,12,-5.73
0,BZB,BZB_3g0d,18,-5.73
0,BZB,BZB_3g0d,85,-5.73
0,BZB,BZB_3g0d,39,-5.72
0,BZB,BZB_3g0d,87,-5.72
0,BZB,BZB_3g0d,37,-5.72
0,BZB,BZB_3g0d,16,-5.72
0,BZB,BZB_3g0d,65,-5.72
0,BZB,BZB_3g0d,28,-5.71
0,BZB,BZB_3g0d,80,-5.71
0,BZB,BZB_3g0d,77,-5.71
0,BZB,BZB_3g0d,99,-5.71
0,BZB,BZB_3g0d,67,-5.71
0,BZB,BZB_3g0d,47,-5.71
0,BZB,BZB_3g0d,53,-5.71
0,BZB,BZB_3g0d,48,-5.7
0,BZB,BZB_3g0d,59,-5.7
0,BZB,BZB_3g0d,68,-5.7
0,BZB,BZB_3g0d,91,-5.7
0,BZB,BZB_3g0d,56,-5.7
0,BZB,BZB_3g0d,35,-5.69
0,BZB,BZB_3g0d,42,-5.69
0,BZB,BZB_3g0d,61,-5.69
0,BZB,BZB_3g0d,19,-5.69
0,BZB,BZB_3g0d,45,-5.68
0,BZB,BZB_3g0d,21,-5.68
0,BZB,BZB_3g0d,49,-5.68
0,BZB,BZB_3g0d,9,-5.68
0,BZB,BZB_3g0d,72,-5.67
0,BZB,BZB_3g0d,76,-5.67
0,BZB,BZB_3g0d,84,-5.65
0,BZB,BZB_3g0d,43,-5.65
0,BZB,BZB_3g0d,33,-5.65
0,BZB,BZB_3g0d,14,-5.65
0,BZB,BZB_3g0d,15,-5.64
0,BZB,BZB_3g0d,50,-5.64
0,BZB,BZB_3g0d,25,-5.64
0,BZB,BZB_3g0d,96,-5.64
0,BZB,BZB_3g0d,3,-5.63
0,BZB,BZB_3g0d,7,-5.63
0,BZB,BZB_3g0d,24,-5.62
0,BZB,BZB_3g0d,66,-5.62
0,BZB,BZB_3g0d,62,-5.61
0,BZB,BZB_3g0d,100,-5.6
0,BZB,BZB_3g0d,23,-5.6
0,BZB,BZB_3g0d,98,-5.59
0,BZB,BZB_3g0d,60,-5.58
0,BZB,BZB_3g0d,46,-5.56
0,BZB,BZB_3g0d,32,-5.55
0,BZB,BZB_3g0d,51,-5.54
0,BZB,BZB_3g0d,13,-5.52
0,BZB,BZB_3g0d,27,-5.52
0,BZB,BZB_3g0d,89,-5.51
0,BZB,BZB_3g0d,22,-5.5
0,BZB,BZB_3g0d,29,-5.5
0,BZB,BZB_3g0d,1,-5.49
0,BZB,BZB_3g0d,70,-5.49
0,BZB,BZB_3g0d,26,-5.46
0,BZB,BZB_3g0d,2,-5.15
0,BZB,BZB_3g0d,88,-5.15
0,BZB,BZB_3g0d,81,-5.11
0,BZB,BZB_3g0d,57,-5.11
0,BZB,BZB_3g0d,40,-5.07
0,BZB,BZB_3g0d,94,-4.96
0,BZB,BZB_3g0d,8,-4.98
0,BZB,BZB_3g0d,58,-4.93
0,BZB,BZB_3g0d,74,-4.82
0,BZB,BZB_3g0d,64,-4.82
0,BZB,BZB_3g0d,52,-4.81
0,BZB,BZB_3g0d,90,-4.81
0,BZB,BZB_3g0d,44,-4.81
0,BZB,BZB_3g0d,69,-4.81
0,BZB,BZB_3g0d,63,-4.81
0,BZB,BZB_3g0d,20,-4.81
0,BZB,BZB_3g0d,31,-4.8
0,BZB,BZB_3g0d,82,-4.79
0,BZB,BZB_3g0d,97,-4.76
0,BZB,BZB_3g0d,93,-4.75
0,BZB,BZB_3g0d,41,-4.74
0,BZB,BZB_3g0d,78,-4.73
0,BZB,BZB_3g0d,36,-4.69
0,BZB,BZB_3g0d,54,-4.68
0,BZB,BZB_3g0d,10,-4.7
0,BZB,BZB_3g0d,75,-4.69
0,BZB,BZB_5ye8,62,-4.83
0,BZB,BZB_5ye8,59,-4.83
0,BZB,BZB_5ye8,27,-4.83
0,BZB,BZB_5ye8,43,-4.83
0,BZB,BZB_5ye8,58,-4.82
0,BZB,BZB_5ye8,85,-4.82
0,BZB,BZB_5ye8,70,-4.82
0,BZB,BZB_5ye8,13,-4.82
0,BZB,BZB_5ye8,72,-4.81
0,BZB,BZB_5ye8,79,-4.8
0,BZB,BZB_5ye8,88,-4.79
0,BZB,BZB_5ye8,28,-4.79
0,BZB,BZB_5ye8,21,-4.79
0,BZB,BZB_5ye8,91,-4.79
0,BZB,BZB_5ye8,51,-4.79
0,BZB,BZB_5ye8,77,-4.78
0,BZB,BZB_5ye8,69,-4.78
0,BZB,BZB_5ye8,94,-4.78
0,BZB,BZB_5ye8,81,-4.78
0,BZB,BZB_5ye8,2,-4.78
0,BZB,BZB_5ye8,42,-4.78
0,BZB,BZB_5ye8,100,-4.77
0,BZB,BZB_5ye8,50,-4.77
0,BZB,BZB_5ye8,11,-4.77
0,BZB,BZB_5ye8,48,-4.76
0,BZB,BZB_5ye8,57,-4.76
0,BZB,BZB_5ye8,64,-4.76
0,BZB,BZB_5ye8,5,-4.76
0,BZB,BZB_5ye8,89,-4.75
0,BZB,BZB_5ye8,47,-4.75
0,BZB,BZB_5ye8,73,-4.75
0,BZB,BZB_5ye8,17,-4.74
0,BZB,BZB_5ye8,26,-4.73
0,BZB,BZB_5ye8,32,-4.72
0,BZB,BZB_5ye8,99,-4.66
0,BZB,BZB_5ye8,40,-4.66
0,BZB,BZB_5ye8,53,-4.65
0,BZB,BZB_5ye8,86,-4.74
0,BZB,BZB_5ye8,75,-4.74
0,BZB,BZB_5ye8,83,-4.74
0,BZB,BZB_5ye8,76,-4.73
0,BZB,BZB_5ye8,6,-4.73
0,BZB,BZB_5ye8,55,-4.73
0,BZB,BZB_5ye8,22,-4.73
0,BZB,BZB_5ye8,39,-4.73
0,BZB,BZB_5ye8,23,-4.73
0,BZB,BZB_5ye8,68,-4.73
0,BZB,BZB_5ye8,41,-4.73
0,BZB,BZB_5ye8,9,-4.73
0,BZB,BZB_5ye8,35,-4.73
0,BZB,BZB_5ye8,80,-4.73
0,BZB,BZB_5ye8,71,-4.73
0,BZB,BZB_5ye8,34,-4.73
0,BZB,BZB_5ye8,12,-4.73
0,BZB,BZB_5ye8,97,-4.73
0,BZB,BZB_5ye8,25,-4.73
0,BZB,BZB_5ye8,52,-4.73
0,BZB,BZB_5ye8,46,-4.73
0,BZB,BZB_5ye8,56,-4.73
0,BZB,BZB_5ye8,15,-4.73
0,BZB,BZB_5ye8,44,-4.73
0,BZB,BZB_5ye8,1,-4.73
0,BZB,BZB_5ye8,37,-4.73
0,BZB,BZB_5ye8,14,-4.73
0,BZB,BZB_5ye8,98,-4.72
0,BZB,BZB_5ye8,16,-4.72
0,BZB,BZB_5ye8,31,-4.72
0,BZB,BZB_5ye8,92,-4.72
0,BZB,BZB_5ye8,78,-4.72
0,BZB,BZB_5ye8,24,-4.72
0,BZB,BZB_5ye8,33,-4.72
0,BZB,BZB_5ye8,18,-4.72
0,BZB,BZB_5ye8,95,-4.72
0,BZB,BZB_5ye8,74,-4.72
0,BZB,BZB_5ye8,29,-4.72
0,BZB,BZB_5ye8,4,-4.72
0,BZB,BZB_5ye8,36,-4.72
0,BZB,BZB_5ye8,84,-4.72
0,BZB,BZB_5ye8,60,-4.72
0,BZB,BZB_5ye8,10,-4.72
0,BZB,BZB_5ye8,87,-4.72
0,BZB,BZB_5ye8,93,-4.72
0,BZB,BZB_5ye8,20,-4.72
0,BZB,BZB_5ye8,66,-4.72
0,BZB,BZB_5ye8,45,-4.72
0,BZB,BZB_5ye8,19,-4.72
0,BZB,BZB_5ye8,7,-4.72
0,BZB,BZB_5ye8,54,-4.72
0,BZB,BZB_5ye8,3,-4.72
0,BZB,BZB_5ye8,82,-4.72
0,BZB,BZB_5ye8,67,-4.72
0,BZB,BZB_5ye8,49,-4.72
0,BZB,BZB_5ye8,8,-4.72
0,BZB,BZB_5ye8,63,-4.72
0,BZB,BZB_5ye8,90,-4.72
0,BZB,BZB_5ye8,30,-4.72
0,BZB,BZB_5ye8,61,-4.72
0,BZB,BZB_5ye8,65,-4.72
0,BZB,BZB_5ye8,96,-4.72
0,BZB,BZB_5ye8,38,-4.6
0,BZB,BZB_7ots,5,-7.12
0,BZB,BZB_7ots,72,-7.11
0,BZB,BZB_7ots,80,-7.09
0,BZB,BZB_7ots,17,-7.08
0,BZB,BZB_7ots,93,-7.04
0,BZB,BZB_7ots,73,-7.03
0,BZB,BZB_7ots,8,-7.02
0,BZB,BZB_7ots,86,-7.01
0,BZB,BZB_7ots,30,-6.98
0,BZB,BZB_7ots,58,-6.96
0,BZB,BZB_7ots,75,-6.96
0,BZB,BZB_7ots,43,-6.96
0,BZB,BZB_7ots,95,-6.95
0,BZB,BZB_7ots,65,-6.94
0,BZB,BZB_7ots,13,-6.93
0,BZB,BZB_7ots,55,-6.93
0,BZB,BZB_7ots,62,-6.93
0,BZB,BZB_7ots,22,-6.93
0,BZB,BZB_7ots,10,-6.91
0,BZB,BZB_7ots,7,-6.91
0,BZB,BZB_7ots,70,-6.91
0,BZB,BZB_7ots,61,-6.89
0,BZB,BZB_7ots,1,-6.89
0,BZB,BZB_7ots,11,-6.88
0,BZB,BZB_7ots,81,-6.88
0,BZB,BZB_7ots,97,-6.87
0,BZB,BZB_7ots,33,-6.87
0,BZB,BZB_7ots,68,-6.86
0,BZB,BZB_7ots,15,-6.86
0,BZB,BZB_7ots,19,-6.86
0,BZB,BZB_7ots,4,-6.85
0,BZB,BZB_7ots,66,-6.85
0,BZB,BZB_7ots,63,-6.84
0,BZB,BZB_7ots,77,-6.82
0,BZB,BZB_7ots,57,-6.81
0,BZB,BZB_7ots,51,-6.81
0,BZB,BZB_7ots,79,-6.8
0,BZB,BZB_7ots,16,-6.8
0,BZB,BZB_7ots,24,-6.79
0,BZB,BZB_7ots,100,-6.79
0,BZB,BZB_7ots,45,-6.79
0,BZB,BZB_7ots,34,-6.79
0,BZB,BZB_7ots,54,-6.79
0,BZB,BZB_7ots,49,-6.78
0,BZB,BZB_7ots,35,-6.78
0,BZB,BZB_7ots,9,-6.77
0,BZB,BZB_7ots,88,-6.77
0,BZB,BZB_7ots,64,-6.77
0,BZB,BZB_7ots,27,-6.77
0,BZB,BZB_7ots,98,-6.76
0,BZB,BZB_7ots,83,-6.76
0,BZB,BZB_7ots,90,-6.76
0,BZB,BZB_7ots,89,-6.76
0,BZB,BZB_7ots,28,-6.76
0,BZB,BZB_7ots,48,-6.76
0,BZB,BZB_7ots,56,-6.75
0,BZB,BZB_7ots,26,-6.75
0,BZB,BZB_7ots,31,-6.75
0,BZB,BZB_7ots,36,-6.75
0,BZB,BZB_7ots,74,-6.75
0,BZB,BZB_7ots,39,-6.74
0,BZB,BZB_7ots,3,-6.74
0,BZB,BZB_7ots,59,-6.74
0,BZB,BZB_7ots,50,-6.74
0,BZB,BZB_7ots,91,-6.73
0,BZB,BZB_7ots,21,-6.73
0,BZB,BZB_7ots,23,-6.73
0,BZB,BZB_7ots,99,-6.73
0,BZB,BZB_7ots,29,-6.73
0,BZB,BZB_7ots,52,-6.72
0,BZB,BZB_7ots,94,-6.7
0,BZB,BZB_7ots,6,-6.7
0,BZB,BZB_7ots,87,-6.69
0,BZB,BZB_7ots,40,-6.68
0,BZB,BZB_7ots,71,-6.68
0,BZB,BZB_7ots,82,-6.68
0,BZB,BZB_7ots,25,-6.64
0,BZB,BZB_7ots,37,-6.64
0,BZB,BZB_7ots,38,-6.64
0,BZB,BZB_7ots,14,-6.64
0,BZB,BZB_7ots,84,-6.64
0,BZB,BZB_7ots,18,-6.63
0,BZB,BZB_7ots,44,-6.63
0,BZB,BZB_7ots,78,-6.62
0,BZB,BZB_7ots,20,-6.62
0,BZB,BZB_7ots,47,-6.62
0,BZB,BZB_7ots,69,-6.61
0,BZB,BZB_7ots,32,-6.59
0,BZB,BZB_7ots,12,-6.54
0,BZB,BZB_7ots,76,-6.54
0,BZB,BZB_7ots,46,-6.52
0,BZB,BZB_7ots,92,-6.52
0,BZB,BZB_7ots,96,-6.49
0,BZB,BZB_7ots,53,-6.49
0,BZB,BZB_7ots,67,-6.46
0,BZB,BZB_7ots,42,-6.43
0,BZB,BZB_7ots,2,-6.41
0,BZB,BZB_7ots,85,-6.24
0,BZB,BZB_7ots,60,-6.31
0,BZB,BZB_7ots,41,-6.23
0,LCF,LCF_7f8h,63,1.21
0,LCF,LCF_7f8h,47,1.3
0,LCF,LCF_7f8h,38,1.36
0,LCF,LCF_7f8h,14,1.38
0,LCF,LCF_7f8h,16,1.48
0,LCF,LCF_7f8h,92,1.49
0,LCF,LCF_7f8h,5,1.5
0,LCF,LCF_7f8h,82,1.53
0,LCF,LCF_7f8h,44,1.6
0,LCF,LCF_7f8h,32,1.62
0,LCF,LCF_7f8h,31,1.64
0,LCF,LCF_7f8h,75,1.67
0,LCF,LCF_7f8h,97,1.7
0,LCF,LCF_7f8h,25,1.76
0,LCF,LCF_7f8h,88,1.79
0,LCF,LCF_7f8h,40,1.86
0,LCF,LCF_7f8h,21,1.88
0,LCF,LCF_7f8h,34,1.88
0,LCF,LCF_7f8h,35,2.05
0,LCF,LCF_7f8h,29,2.11
0,LCF,LCF_7f8h,27,2.14
0,LCF,LCF_7f8h,67,2.19
0,LCF,LCF_7f8h,52,2.26
0,LCF,LCF_7f8h,28,2.32
0,LCF,LCF_7f8h,9,2.36
0,LCF,LCF_7f8h,66,2.37
0,LCF,LCF_7f8h,61,2.48
0,LCF,LCF_7f8h,69,2.63
0,LCF,LCF_7f8h,91,2.94
0,LCF,LCF_7f8h,48,3.03
0,LCF,LCF_7f8h,41,3.1
0,LCF,LCF_7f8h,86,3.15
0,LCF,LCF_7f8h,94,3.24
0,LCF,LCF_7f8h,96,3.39
0,LCF,LCF_7f8h,72,3.4
0,LCF,LCF_7f8h,2,3.41
0,LCF,LCF_7f8h,87,3.57
0,LCF,LCF_7f8h,37,3.71
0,LCF,LCF_7f8h,85,3.78
0,LCF,LCF_7f8h,99,3.79
0,LCF,LCF_7f8h,39,3.95
0,LCF,LCF_7f8h,43,4.71
0,LCF,LCF_7f8h,73,4.86
0,LCF,LCF_7f8h,6,5.03
0,LCF,LCF_7f8h,100,5.07
0,LCF,LCF_7f8h,64,5.65
0,LCF,LCF_7f8h,49,7.27
0,LCF,LCF_7f8h,71,2.59
0,LCF,LCF_7f8h,95,2.73
0,LCF,LCF_7f8h,80,3.72
0,LCF,LCF_7f8h,24,4.85
0,LCF,LCF_7f8h,17,5.13
0,LCF,LCF_7f8h,81,5.43
0,LCF,LCF_7f8h,78,5.87
0,LCF,LCF_7f8h,19,5.88
0,LCF,LCF_7f8h,58,5.88
0,LCF,LCF_7f8h,7,5.94
0,LCF,LCF_7f8h,70,6.27
0,LCF,LCF_7f8h,23,8.01
0,LCF,LCF_7f8h,68,8.1
0,LCF,LCF_7f8h,10,3.57
0,LCF,LCF_7f8h,60,4.69
0,LCF,LCF_7f8h,30,3.98
0,LCF,LCF_7f8h,13,4.66
0,LCF,LCF_7f8h,20,5.74
0,LCF,LCF_7f8h,26,6.18
0,LCF,LCF_7f8h,36,4.26
0,LCF,LCF_7f8h,62,4.6
0,LCF,LCF_7f8h,56,5.61
0,LCF,LCF_7f8h,3,5.8
0,LCF,LCF_7f8h,89,5.97
0,LCF,LCF_7f8h,11,6.01
0,LCF,LCF_7f8h,54,6.06
0,LCF,LCF_7f8h,51,6.2
0,LCF,LCF_7f8h,8,6.25
0,LCF,LCF_7f8h,59,6.27
0,LCF,LCF_7f8h,53,6.35
0,LCF,LCF_7f8h,83,6.36
0,LCF,LCF_7f8h,45,6.48
0,LCF,LCF_7f8h,79,6.49
0,LCF,LCF_7f8h,57,6.67
0,LCF,LCF_7f8h,15,6.69
0,LCF,LCF_7f8h,50,6.7
0,LCF,LCF_7f8h,74,6.71
0,LCF,LCF_7f8h,77,7.21
0,LCF,LCF_7f8h,42,7.53
0,LCF,LCF_7f8h,4,8.02
0,LCF,LCF_7f8h,33,5.56
0,LCF,LCF_7f8h,55,6.2
0,LCF,LCF_7f8h,18,16800000.0
0,LCF,LCF_7f8h,84,6.67
0,LCF,LCF_7f8h,65,7.28
0,LCF,LCF_7f8h,98,7.29
0,LCF,LCF_7f8h,1,7.43
0,LCF,LCF_7f8h,76,7.49
0,LCF,LCF_7f8h,12,7.49
0,LCF,LCF_7f8h,93,7.95
0,LCF,LCF_7f8h,90,8.28
0,LCF,LCF_7f8h,22,8.5
0,LCF,LCF_7f8h,46,10.8
0,LCF,LCF_5sym,54,5.18
0,LCF,LCF_5sym,10,5.23
0,LCF,LCF_5sym,31,5.27
0,LCF,LCF_5sym,49,5.28
0,LCF,LCF_5sym,34,5.28
0,LCF,LCF_5sym,56,5.29
0,LCF,LCF_5sym,28,5.3
0,LCF,LCF_5sym,46,5.33
0,LCF,LCF_5sym,16,5.34
0,LCF,LCF_5sym,39,5.37
0,LCF,LCF_5sym,22,5.37
0,LCF,LCF_5sym,78,5.43
0,LCF,LCF_5sym,90,5.47
0,LCF,LCF_5sym,60,5.5
0,LCF,LCF_5sym,93,5.5
0,LCF,LCF_5sym,44,5.51
0,LCF,LCF_5sym,89,5.58
0,LCF,LCF_5sym,47,5.58
0,LCF,LCF_5sym,84,5.59
0,LCF,LCF_5sym,100,5.6
0,LCF,LCF_5sym,73,5.6
0,LCF,LCF_5sym,30,5.63
0,LCF,LCF_5sym,11,5.64
0,LCF,LCF_5sym,15,5.64
0,LCF,LCF_5sym,76,5.65
0,LCF,LCF_5sym,26,5.67
0,LCF,LCF_5sym,83,5.68
0,LCF,LCF_5sym,58,5.71
0,LCF,LCF_5sym,66,5.71
0,LCF,LCF_5sym,92,5.72
0,LCF,LCF_5sym,63,5.83
0,LCF,LCF_5sym,94,5.91
0,LCF,LCF_5sym,74,5.93
0,LCF,LCF_5sym,4,5.94
0,LCF,LCF_5sym,7,6.01
0,LCF,LCF_5sym,91,6.12
0,LCF,LCF_5sym,42,6.12
0,LCF,LCF_5sym,95,6.22
0,LCF,LCF_5sym,45,6.23
0,LCF,LCF_5sym,75,6.34
0,LCF,LCF_5sym,18,6.35
0,LCF,LCF_5sym,86,6.61
0,LCF,LCF_5sym,81,6.62
0,LCF,LCF_5sym,17,6.71
0,LCF,LCF_5sym,38,6.8
0,LCF,LCF_5sym,40,6.99
0,LCF,LCF_5sym,36,7.06
0,LCF,LCF_5sym,99,7.09
0,LCF,LCF_5sym,61,7.09
0,LCF,LCF_5sym,98,7.09
0,LCF,LCF_5sym,9,8.21
0,LCF,LCF_5sym,32,8.27
0,LCF,LCF_5sym,50,8.28
0,LCF,LCF_5sym,5,8.4
0,LCF,LCF_5sym,53,10.0
0,LCF,LCF_5sym,25,11.31
0,LCF,LCF_5sym,70,13.98
0,LCF,LCF_5sym,2,8.52
0,LCF,LCF_5sym,14,9.06
0,LCF,LCF_5sym,59,9.31
0,LCF,LCF_5sym,67,9.4
0,LCF,LCF_5sym,12,9.43
0,LCF,LCF_5sym,87,9.46
0,LCF,LCF_5sym,24,9.48
0,LCF,LCF_5sym,68,9.52
0,LCF,LCF_5sym,3,9.71
0,LCF,LCF_5sym,71,9.76
0,LCF,LCF_5sym,64,9.81
0,LCF,LCF_5sym,80,9.83
0,LCF,LCF_5sym,29,9.92
0,LCF,LCF_5sym,77,9.99
0,LCF,LCF_5sym,97,10.92
0,LCF,LCF_5sym,52,12.26
0,LCF,LCF_5sym,79,12.3
0,LCF,LCF_5sym,43,12.32
0,LCF,LCF_5sym,1,12.33
0,LCF,LCF_5sym,41,12.39
0,LCF,LCF_5sym,35,12.4
0,LCF,LCF_5sym,88,12.4
0,LCF,LCF_5sym,33,12.46
0,LCF,LCF_5sym,20,12.99
0,LCF,LCF_5sym,48,13.94
0,LCF,LCF_5sym,69,16800000.0
0,LCF,LCF_5sym,8,16800000.0
0,LCF,LCF_5sym,72,12.7
